City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
343,Nyandoma,RU,61.669,40.1991,39.42,94,100,4.63,overcast clouds
344,Riyadh,SA,24.6877,46.7219,82.54,19,0,7.18,clear sky
345,Sur,OM,22.5667,59.5289,82.53,61,1,11.01,clear sky
346,Dosso,NE,13.049,3.1937,100.85,9,83,13.78,broken clouds
347,San Ramon,US,37.7799,-121.978,55.81,89,40,1.01,scattered clouds
348,Arroio Grande,BR,-32.2375,-53.0869,80.22,61,53,6.33,broken clouds
349,Portobelo,PA,9.55,-79.65,82.62,86,100,9.75,overcast clouds
350,Cascais,PT,38.6979,-9.4215,69.66,88,90,5.99,mist
351,Mizdah,LY,31.4451,12.9801,80.29,23,34,14.5,scattered clouds
352,Bapatla,IN,15.9,80.4667,78.6,86,87,6.38,overcast clouds
353,Whitehorse,CA,60.7161,-135.0538,33.03,80,40,18.01,scattered clouds
354,Souillac,MU,-20.5167,57.5167,75.58,78,40,3.44,scattered clouds
355,Barra Do Corda,BR,-5.5,-45.25,97.48,34,60,5.95,broken clouds
356,Vanimo,PG,-2.6741,141.3028,79.12,85,100,3.04,overcast clouds
357,Dharmabad,IN,18.9,77.85,70.92,62,11,6.17,few clouds
358,Kurilsk,RU,45.2333,147.8833,48.36,83,100,1.79,overcast clouds
359,Halifax,CA,44.6453,-63.5724,57.42,94,100,8.99,overcast clouds
360,Morondava,MG,-20.2833,44.2833,76.87,70,0,15.26,clear sky
361,Khatanga,RU,71.9667,102.5,4.14,96,100,7.2,overcast clouds
362,Trapani,IT,37.8333,12.6667,63.72,100,40,9.22,scattered clouds
363,Sanandaj,IR,35.3144,46.9923,62.13,45,78,1.41,broken clouds
364,Machilipatnam,IN,16.1667,81.1333,80.8,84,95,8.39,overcast clouds
365,Shenyang,CN,41.7922,123.4328,39.22,63,90,1.01,overcast clouds
366,Nuevitas,CU,21.5453,-77.2644,80.04,65,72,3.8,broken clouds
367,Namatanai,PG,-3.6667,152.4333,79.79,83,97,8.5,light rain
368,Bilma,NE,18.6853,12.9164,95.49,12,2,9.35,clear sky
369,Correntina,BR,-13.3433,-44.6367,89.35,35,58,4.14,broken clouds
370,Salalah,OM,17.0151,54.0924,82.49,44,0,2.3,clear sky
371,Buala,SB,-8.145,159.5921,79.88,82,100,6.49,light rain
372,Port-Cartier,CA,50.0334,-66.8654,46.62,95,100,17.47,overcast clouds
373,Uthal,PK,25.8072,66.6219,81.3,29,1,4.9,clear sky
374,Labuhan,ID,-6.8844,112.2051,81.57,77,80,0.22,moderate rain
375,Siocon,PH,7.7061,122.1353,79.07,87,100,4.97,overcast clouds
376,Muli,MV,2.9167,73.5667,83.64,73,16,17.65,few clouds
377,Yerofey Pavlovich,RU,53.9667,121.9667,24.82,54,93,1.66,overcast clouds
378,Valdivia,CL,-39.8142,-73.2459,69.89,30,100,5.26,overcast clouds
379,Kuytun,RU,54.3419,101.5036,29.1,91,90,5.55,overcast clouds
380,Iraray,PH,8.9936,118.0511,79.56,85,44,7.94,scattered clouds
381,Esperance,AU,-33.8667,121.9,64.11,57,100,16.55,overcast clouds
382,Broken Hill,AU,-31.95,141.4333,64.22,20,100,7.81,overcast clouds
383,Dunedin,NZ,-45.8742,170.5036,49.8,64,100,1.99,overcast clouds
384,Nakamura,JP,32.9833,132.9333,57.74,94,3,3.62,clear sky
385,Curuca,BR,-0.7289,-47.8481,77.41,91,100,2.33,overcast clouds
386,Finspang,SE,58.7058,15.7674,50.92,84,9,5.84,clear sky
387,Saint-Pierre,RE,-21.3393,55.4781,74.88,74,0,11.5,clear sky
388,Puerto Escondido,MX,15.85,-97.0667,79.63,69,40,6.91,scattered clouds
389,Celestun,MX,20.8667,-90.4,77.5,55,40,3.44,scattered clouds
390,Okha,RU,53.5739,142.9478,26.28,62,82,9.57,broken clouds
391,Chabahar,IR,25.2919,60.643,82.63,61,0,12.1,clear sky
392,Saurimo,AO,-9.6608,20.3916,76.03,69,100,9.01,light rain
393,Kerteminde,DK,55.449,10.6577,54.97,85,83,18.59,broken clouds
394,Quata,BR,-22.2475,-50.6983,68.14,86,100,10.2,overcast clouds
395,Lukulu,ZM,-14.3707,23.242,84.25,36,94,7.56,overcast clouds
396,Rabo De Peixe,PT,37.8,-25.5833,74.28,94,75,13.8,mist
397,Taoudenni,ML,22.6783,-3.9836,95.86,14,0,12.12,clear sky
398,Khislavichi,RU,54.1871,32.1582,44.98,72,0,11.34,clear sky
399,Bossangoa,CF,6.4926,17.4552,89.64,55,87,1.5,overcast clouds
400,Harper,LR,4.375,-7.7169,82.36,75,58,9.37,light rain
401,Iralaya,HN,15.0,-83.2333,78.89,66,100,12.68,overcast clouds
402,Nyimba,ZM,-14.5566,30.8149,96.37,19,60,8.01,broken clouds
403,Cheremukhovo,RU,60.3484,59.9851,27.57,97,100,1.97,light snow
404,Yelnya,RU,54.5786,33.1837,44.53,74,2,10.87,clear sky
405,Kupang,ID,-10.1667,123.5833,80.42,83,21,6.15,few clouds
406,Vuktyl,RU,63.8567,57.3094,22.64,95,100,7.67,snow
407,Inuvik,CA,68.3499,-133.7218,30.96,72,90,5.75,overcast clouds
408,Houston,US,29.7633,-95.3633,72.97,60,1,1.99,clear sky
409,Terra Santa,BR,-2.1042,-56.4869,94.5,43,91,3.96,overcast clouds
410,Altamont,US,42.2068,-121.7372,40.77,96,82,1.01,broken clouds
411,Calvinia,ZA,-31.4707,19.776,77.09,32,85,15.95,overcast clouds
412,Samarai,PG,-10.6167,150.6667,82.6,81,100,13.8,overcast clouds
413,Quesnel,CA,52.9999,-122.5029,18.1,100,90,2.3,mist
414,Alice Springs,AU,-23.7,133.8833,56.75,94,17,6.91,few clouds
415,Bosaso,SO,11.2842,49.1816,82.9,68,66,13.04,broken clouds
416,Avera,US,33.194,-82.5271,63.28,64,1,11.27,clear sky
417,Nanortalik,GL,60.1432,-45.2371,34.25,73,30,14.25,scattered clouds
418,Vila,PT,42.0304,-8.1588,55.74,88,99,7.36,overcast clouds
419,Bartica,GY,6.4,-58.6167,84.52,80,87,2.44,overcast clouds
420,Sterling,US,39.0062,-77.4286,63.7,89,75,1.99,broken clouds
421,Augusta,DE,48.3667,10.8833,66.02,63,0,3.44,clear sky
422,Bembereke,BJ,10.2283,2.6634,93.45,19,78,6.87,broken clouds
423,Port-Gentil,GA,-0.7193,8.7815,77.61,85,100,7.85,overcast clouds
424,Walvis Bay,NA,-22.9575,14.5053,67.15,55,0,14.97,clear sky
425,Krasnoselkup,RU,65.7,82.4667,8.26,95,100,12.77,overcast clouds
426,Kozelsk,RU,54.0375,35.7716,44.89,82,6,6.85,clear sky
427,Bharatpur,IN,27.2167,77.4833,75.31,34,0,3.8,clear sky
428,La Ronge,CA,55.1001,-105.2842,30.45,74,90,8.05,overcast clouds
429,Trelew,AR,-43.249,-65.3051,55.08,43,44,11.9,scattered clouds
430,Truth Or Consequences,US,33.1284,-107.2528,61.48,26,55,5.23,broken clouds
431,Baghdad,IQ,33.3406,44.4009,80.51,47,0,3.44,clear sky
432,Margate,GB,51.3813,1.3862,59.92,72,67,4.0,broken clouds
433,Reconquista,AR,-29.15,-59.65,94.17,32,47,5.61,scattered clouds
434,Berlevag,NO,70.8578,29.0864,32.0,72,100,13.44,overcast clouds
435,Bom Jesus,BR,-9.0744,-44.3586,98.47,24,18,5.53,few clouds
436,Road Town,VG,18.4167,-64.6167,86.09,70,40,8.05,scattered clouds
437,Eureka,US,40.8021,-124.1637,55.2,95,100,4.43,overcast clouds
438,Salyan,AZ,39.5936,48.9805,59.25,74,99,4.05,overcast clouds
439,San Jose,US,37.3394,-121.895,57.25,88,40,4.61,scattered clouds
440,Severo-Kurilsk,RU,50.6789,156.125,36.12,66,99,22.5,light rain
441,Fayaoue,NC,-20.65,166.5333,75.65,63,0,8.72,clear sky
442,La Maddalena,IT,41.2142,9.4083,64.45,94,100,7.94,overcast clouds
443,Bassano,CA,50.7834,-112.4685,23.49,53,1,2.77,clear sky
444,San Matias,BO,-16.3667,-58.4,93.49,43,58,5.82,broken clouds
445,Sao Felix Do Xingu,BR,-6.6447,-51.995,93.61,41,26,3.38,scattered clouds
446,Khromtau,KZ,50.2503,58.4347,44.65,74,100,12.35,overcast clouds
447,Luanda,AO,-8.8368,13.2343,78.8,67,81,12.68,broken clouds
448,Kirakira,SB,-10.4544,161.9205,79.39,84,57,8.21,broken clouds
449,Nioro,GM,13.35,-15.75,93.25,35,62,6.08,broken clouds
450,Timra,SE,62.487,17.3257,46.11,96,90,6.91,mist
451,Mnogovershinnyy,RU,53.9353,139.9242,15.49,79,56,3.65,broken clouds
452,Novobirilyussy,RU,56.9514,90.6661,33.55,90,100,8.1,overcast clouds
453,Chuy,UY,-33.6971,-53.4616,72.99,72,99,6.93,overcast clouds
454,Kade,DE,52.3833,12.2667,63.73,70,80,6.58,broken clouds
455,Ilebo,CD,-4.3167,20.5833,74.05,96,98,2.1,heavy intensity rain
456,Lagoa,PT,39.05,-27.9833,69.15,89,100,13.24,overcast clouds
457,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,73.69,70,98,6.4,overcast clouds
458,Selyatino,RU,55.5151,36.9775,42.66,81,0,8.95,clear sky
459,Njeru,UG,0.4186,33.1731,75.72,61,89,3.71,overcast clouds
460,Beaune,FR,47.0833,4.75,64.83,70,96,14.5,overcast clouds
461,Sasovo,RU,54.3537,41.9199,45.73,71,9,9.19,clear sky
462,Wattegama,LK,6.7989,81.4808,75.65,94,64,2.04,broken clouds
463,Ballina,AU,-28.8667,153.5667,59.77,91,99,9.33,overcast clouds
464,Karpogory,RU,64.0019,44.4451,36.52,100,100,4.45,overcast clouds
465,Comodoro Rivadavia,AR,-45.8667,-67.5,48.06,61,20,11.5,few clouds
466,Sazonovo,RU,59.0919,35.2268,44.55,82,55,7.81,broken clouds
467,Kaitangata,NZ,-46.2817,169.8464,48.88,63,83,10.49,broken clouds
468,Souris,CA,49.6172,-100.2612,33.66,65,20,13.38,few clouds
469,Manta,EC,-0.95,-80.7333,76.78,73,75,6.91,broken clouds
470,Pemba,MZ,-12.974,40.5178,81.3,83,20,18.41,few clouds
471,Sioux Lookout,CA,50.1001,-91.917,35.67,75,90,9.22,overcast clouds
472,Hammerfest,NO,70.6634,23.6821,38.93,64,0,6.91,clear sky
473,Goure,NE,13.9835,10.2704,96.03,9,87,17.07,overcast clouds
474,Chara,RU,56.9064,118.2631,22.42,70,100,1.36,overcast clouds
475,Angoche,MZ,-16.2325,39.9086,80.1,75,0,21.12,clear sky
476,Portland,US,45.5234,-122.6762,50.58,70,29,2.73,scattered clouds
477,Pangody,RU,65.85,74.4859,2.39,98,95,10.33,overcast clouds
478,Aliwal North,ZA,-30.6937,26.7114,79.03,16,35,7.29,scattered clouds
479,Verkhnyaya Inta,RU,65.9811,60.3094,11.8,81,93,8.21,overcast clouds
480,Dahod,IN,22.8333,74.2667,72.28,33,0,7.63,clear sky
481,Tra Vinh,VN,9.9347,106.3453,77.83,89,82,6.06,broken clouds
482,Santa Rosalia,MX,27.3167,-112.2833,72.99,34,62,3.71,broken clouds
483,Oranjemund,NA,-28.55,16.4333,66.2,70,35,12.39,scattered clouds
484,Zapolyarnyy,RU,69.4154,30.8136,25.88,88,95,4.88,overcast clouds
485,Nago,JP,26.5881,127.9761,75.36,75,1,7.09,clear sky
486,Gat,IL,31.61,34.7642,84.88,42,68,23.73,broken clouds
487,Trairi,BR,-3.2778,-39.2689,86.43,61,74,14.2,broken clouds
488,Peniche,PT,39.3558,-9.3811,71.62,95,93,17.45,overcast clouds
489,Warrington,GB,53.3925,-2.5802,55.87,86,75,8.01,shower rain
490,Sinazongwe,ZM,-17.2614,27.4618,93.52,33,34,4.74,scattered clouds
491,Hamilton,US,39.1834,-84.5333,56.35,86,90,1.99,overcast clouds
492,Tornio,FI,65.8481,24.1466,39.22,93,100,6.82,overcast clouds
493,Rey Bouba,CM,8.6724,14.1786,96.58,30,5,1.61,clear sky
494,Terrace,CA,54.5163,-128.6035,35.51,75,1,20.71,clear sky
495,Altamira,BR,-3.2033,-52.2064,89.69,62,75,4.61,broken clouds
496,Plaridel,PH,14.8872,120.8572,81.1,79,7,4.5,clear sky
497,Muncar,ID,-8.4333,114.3333,78.28,90,93,0.81,very heavy rain
498,Wilmington,US,34.2257,-77.9447,64.94,72,75,10.36,broken clouds
499,Broome,US,42.2506,-75.833,54.37,88,90,4.0,mist
500,Kribi,CM,2.95,9.9167,78.01,88,92,10.54,light rain
501,Mgachi,RU,51.05,142.2667,25.88,69,64,3.47,broken clouds
502,Chapleau,CA,47.8405,-83.4034,39.29,93,75,3.44,broken clouds
503,Keroka,KE,-0.7758,34.9453,55.9,95,98,7.0,moderate rain
504,Det Udom,TH,14.906,105.0784,76.82,90,87,4.47,overcast clouds
505,Inzhavino,RU,52.3185,42.4937,47.08,68,8,6.53,clear sky
506,Chino Hills,US,33.9938,-117.7589,63.23,85,90,1.01,mist
507,Dukat,RU,62.55,155.55,-11.33,98,100,4.61,overcast clouds
508,San Carlos De Bariloche,AR,-41.1456,-71.3082,53.35,40,75,9.22,broken clouds
509,Kodinsk,RU,58.6881,99.1844,27.9,68,100,5.64,overcast clouds
510,Staunton,US,38.1496,-79.0717,61.52,59,40,1.99,scattered clouds
511,Ulagan,RU,50.6321,87.9563,33.48,61,100,5.17,overcast clouds
512,Dalvik,IS,65.9702,-18.5286,33.73,99,100,14.05,moderate rain
513,Dubbo,AU,-32.25,148.6167,57.33,67,100,14.97,overcast clouds
514,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,89.4,66,20,5.75,few clouds
515,Bomi,SL,7.2461,-11.5258,86.43,66,71,6.35,light rain
516,Karratha,AU,-20.7377,116.8463,74.86,61,0,8.97,clear sky
517,Bagdarin,RU,54.4333,113.6,25.56,69,87,0.51,overcast clouds
518,Grindavik,IS,63.8424,-22.4338,37.87,70,40,23.02,scattered clouds
519,Shuangcheng,CN,45.35,126.2833,33.48,96,100,5.06,overcast clouds
520,Segou,ML,13.4317,-6.2157,101.84,14,42,11.68,scattered clouds
521,Wanning,CN,18.8003,110.3967,75.97,91,98,6.62,overcast clouds
522,Qaqortoq,GL,60.7167,-46.0333,30.7,68,53,4.18,broken clouds
523,Kruisfontein,ZA,-34.0033,24.7314,80.89,52,92,15.23,overcast clouds
524,Rzhaksa,RU,52.1338,42.0264,46.63,66,8,6.46,clear sky
525,Newport,GB,51.5877,-2.9984,57.2,76,71,33.53,broken clouds
526,Akdepe,TM,42.0551,59.3788,46.49,40,0,7.2,clear sky
527,Guayaquil,EC,-2.1667,-79.9,78.76,73,75,4.61,broken clouds
528,Luwuk,ID,-0.9516,122.7875,77.58,82,100,2.64,overcast clouds
529,Amberley,US,39.2048,-84.428,56.05,83,90,1.99,overcast clouds
530,Audru,EE,58.4086,24.3739,50.97,78,87,13.94,overcast clouds
531,Porto Novo,BJ,6.4965,2.6036,85.82,67,100,9.86,light rain
532,Meridian,US,43.6121,-116.3915,46.71,89,1,1.01,clear sky
533,Berkakit,RU,56.5807,124.7681,16.16,81,99,5.39,overcast clouds
534,Lata,PT,40.1629,-8.3327,68.92,97,100,10.45,overcast clouds
535,Isangel,VU,-19.55,169.2667,75.15,84,46,6.35,scattered clouds
536,Mangrol,IN,21.1167,70.1167,79.93,63,10,5.5,clear sky
537,Lewiston,US,44.1003,-70.2148,59.95,89,90,17.27,overcast clouds
538,Staryy Nadym,RU,65.6118,72.6842,2.91,94,14,9.37,few clouds
539,Shorkot,PK,31.9099,70.8774,77.61,17,0,6.46,clear sky
540,Roebourne,AU,-20.7833,117.1333,74.55,62,0,8.88,clear sky
541,Utena,LT,55.5,25.6,49.64,72,6,11.45,clear sky
542,Mandalgovi,MN,45.7625,106.2708,32.29,55,2,7.83,clear sky
543,Ajaccio,FR,42.0,8.9167,60.78,82,90,2.3,overcast clouds
544,Yanam,IN,16.7333,82.2167,81.0,86,40,4.72,scattered clouds
545,Nouna,BF,12.7333,-3.8667,101.79,15,78,12.24,broken clouds
546,Cabedelo,BR,-6.9811,-34.8339,86.67,61,15,13.69,few clouds
547,Tianpeng,CN,30.9866,103.9393,64.63,72,100,3.71,light rain
548,Tual,ID,-5.6667,132.75,82.33,77,97,10.85,overcast clouds
549,Shingu,JP,33.7333,135.9833,59.77,89,41,5.64,scattered clouds
550,Senges,BR,-24.1128,-49.4636,66.06,92,100,6.53,light rain
551,Livny,RU,52.4253,37.6069,46.8,67,3,5.73,clear sky
552,Emba,KZ,48.8264,58.1442,44.98,70,83,8.86,broken clouds
553,Boa Vista,BR,2.8197,-60.6733,91.38,49,75,8.05,broken clouds
554,Casma,CL,-41.0082,-73.1244,69.4,26,41,4.25,scattered clouds
555,Kuandian,CN,40.7286,124.7847,45.37,85,99,4.92,overcast clouds
556,Sokoto,NG,13.0609,5.239,99.79,8,74,16.13,broken clouds
557,Evreux,FR,49.0241,1.1508,58.06,82,75,10.36,broken clouds
558,Agirish,RU,61.9247,63.0231,19.69,94,100,6.82,light snow
559,Ciechocinek,PL,52.8791,18.7951,60.57,78,71,7.0,broken clouds
560,Mollendo,PE,-17.0231,-72.0147,68.59,71,100,8.72,overcast clouds
561,Polyarnyy,RU,69.1989,33.4478,27.07,83,98,5.86,overcast clouds
562,Holme,DK,56.1138,10.1725,53.17,89,98,13.73,overcast clouds
563,Marawi,PH,7.9986,124.2928,66.65,93,81,0.54,broken clouds
564,Ahipara,NZ,-35.1667,173.1667,55.74,80,95,11.03,overcast clouds
565,Abbeville,FR,50.1,1.8333,57.16,78,100,18.37,overcast clouds
566,Coahuayana,MX,18.7333,-103.6833,78.93,77,33,3.13,scattered clouds
567,Conceicao Da Barra,BR,-18.5933,-39.7322,79.61,72,100,9.26,overcast clouds
568,Bandarbeyla,SO,9.4942,50.8122,80.01,76,16,15.3,few clouds
569,Torbat-E Jam,IR,35.244,60.6225,52.5,36,0,7.67,clear sky
570,Bartow,US,27.8964,-81.8431,72.05,73,20,3.0,few clouds
571,Ust-Nera,RU,64.5667,143.2,-15.57,100,70,5.28,broken clouds
572,Qasigiannguit,GL,68.8193,-51.1922,34.05,97,100,15.7,light rain
573,Akureyri,IS,65.6835,-18.0878,33.73,93,90,27.63,light rain
574,Goderich,CA,43.7501,-81.7165,52.21,82,49,11.5,scattered clouds
575,Berdigestyakh,RU,62.0989,126.6992,23.05,96,100,5.14,light snow
576,Pacifica,US,37.6138,-122.4869,57.11,89,75,1.01,broken clouds
577,Mitsamiouli,KM,-11.3847,43.2844,79.9,77,2,8.99,clear sky
578,Ridgecrest,US,35.6225,-117.6709,63.64,46,1,5.01,clear sky
579,Hovd,MN,48.0056,91.6419,37.29,49,99,10.27,overcast clouds
580,Ossora,RU,59.2353,163.0719,9.28,78,100,12.15,overcast clouds
581,Oktyabrskoye,RU,43.0645,44.7417,40.35,93,75,2.24,mist
582,Lokot,RU,52.565,34.5776,43.97,77,0,6.44,clear sky
583,Udachnyy,RU,66.4167,112.4,7.25,84,42,16.22,scattered clouds
584,Colac,AU,-38.3333,143.5833,47.16,95,3,2.82,clear sky
585,Paris,FR,48.8534,2.3488,61.57,92,75,4.0,broken clouds
586,Kurumkan,RU,54.3,110.3,26.55,76,45,3.47,scattered clouds
587,Mahenge,TZ,-8.6833,36.7167,82.35,36,78,5.39,broken clouds
588,Chany,RU,55.3121,76.7647,22.24,88,72,10.71,broken clouds
589,Kaura Namoda,NG,12.5898,6.5779,97.12,9,92,14.18,overcast clouds
590,Petauke,ZM,-14.2426,31.3253,88.9,23,75,6.02,broken clouds
591,Atmakur,IN,15.8833,78.5833,74.57,86,100,5.5,overcast clouds
592,Pokhara,NP,28.2333,83.9833,59.4,88,40,3.69,scattered clouds
593,Igrim,RU,63.1906,64.4162,18.21,77,100,7.29,overcast clouds
594,Tooele,US,40.5308,-112.2983,56.12,93,1,0.0,clear sky
595,Jiujiang,CN,29.7333,115.9833,65.39,54,71,6.87,light rain
596,Gweru,ZW,-19.45,29.8167,86.22,21,46,11.97,scattered clouds
597,Guerrero,MX,17.6667,-100.0,70.32,80,56,1.59,broken clouds
598,Jiuquan,CN,39.7432,98.5174,43.11,35,98,2.33,overcast clouds
599,Ust-Ishim,RU,57.6935,71.1665,20.43,94,100,1.92,overcast clouds
600,Chihuahua,MX,28.5,-106.0,65.01,34,0,3.58,clear sky
601,Carlsbad,US,33.1581,-117.3506,63.48,84,90,1.01,haze
602,Lazaro Cardenas,MX,17.9583,-102.2,79.54,78,88,3.78,overcast clouds
603,Silifke,TR,36.3778,33.9344,69.28,78,91,9.57,overcast clouds
604,Seoul,KR,37.5683,126.9778,58.44,93,75,1.14,mist
605,Flinders,AU,-34.5833,150.8552,56.8,80,15,1.01,few clouds
606,Adrar,MR,20.5022,-10.0711,94.44,11,29,8.93,scattered clouds
607,Noshiro,JP,40.2039,140.0242,55.08,77,96,3.87,overcast clouds
608,Santiago Del Estero,AR,-27.7951,-64.2615,97.03,28,83,7.76,broken clouds
609,Baykit,RU,61.67,96.37,19.9,95,100,3.67,light snow
610,Careiro Da Varzea,BR,-3.2003,-59.8119,92.03,47,98,2.19,overcast clouds
611,Sisimiut,GL,66.9395,-53.6735,34.84,88,100,25.79,light rain
612,Ketchikan,US,55.3422,-131.6461,30.67,100,90,3.44,mist
613,Redlands,US,34.0556,-117.1825,66.24,81,90,0.0,haze
614,Thunder Bay,CA,48.4001,-89.3168,41.29,73,83,4.0,broken clouds
615,Huancavelica,PE,-12.7667,-74.9833,49.51,53,21,7.49,few clouds
616,Taltal,CL,-25.4,-70.4833,63.48,72,40,4.61,scattered clouds
617,San-Pedro,CI,4.7485,-6.6363,83.44,71,95,8.48,overcast clouds
618,Dzhebariki-Khaya,RU,62.2167,135.8,-6.3,97,100,2.39,overcast clouds
619,Saryg-Sep,RU,51.5,95.6,32.83,55,94,3.11,overcast clouds
620,Empangeni,ZA,-28.762,31.8933,70.86,68,0,6.49,clear sky
621,Puli,TW,23.9664,120.9695,73.22,82,25,3.71,scattered clouds
622,Winneba,GH,5.3511,-0.6231,86.47,74,92,13.4,overcast clouds
623,Sulangan,PH,11.1373,123.7228,82.83,74,100,15.17,overcast clouds
624,Aki,JP,33.5,133.9,58.91,82,0,5.73,clear sky
625,Barra,BR,-11.0894,-43.1417,89.44,37,10,6.02,clear sky
626,Tingo Maria,PE,-9.2895,-76.0088,87.96,48,16,3.18,few clouds
627,Vitorino Freire,BR,-4.0667,-45.1667,94.84,42,60,5.53,broken clouds
628,Machali,CL,-34.1833,-70.6667,70.88,46,100,8.05,light rain
629,Virginia Beach,US,36.8529,-75.978,64.02,73,80,1.99,broken clouds
630,Terney,RU,45.0503,136.6092,45.54,84,100,4.43,overcast clouds
631,Kati,ML,12.7441,-8.0726,98.01,18,63,7.99,broken clouds
632,Rome,US,34.257,-85.1647,59.09,81,90,1.01,overcast clouds
633,Pochutla,MX,15.7432,-96.4661,77.85,66,45,2.24,scattered clouds
634,Hanzhong,CN,33.0728,107.0303,57.4,79,100,0.78,overcast clouds
635,Ahuimanu,US,21.4447,-157.8378,71.78,79,1,0.0,clear sky
636,Mount Gambier,AU,-37.8333,140.7667,42.84,95,11,3.44,few clouds
637,Kabare,CD,-2.4683,28.8242,71.49,80,80,2.59,light rain
638,Sosnovo-Ozerskoye,RU,52.5249,111.5418,27.73,56,17,4.76,few clouds
639,Kargasok,RU,59.0556,80.8572,15.28,83,43,13.24,scattered clouds
640,Acarau,BR,-2.8856,-40.12,86.4,62,74,16.15,broken clouds
641,Tukrah,LY,32.5341,20.5791,70.16,72,64,17.02,broken clouds
642,Makaryev,RU,57.8797,43.8069,43.52,84,77,8.25,broken clouds
643,Cabra,ES,37.4725,-4.4421,71.04,74,100,15.26,overcast clouds
644,Springdale,US,36.1867,-94.1288,52.45,89,1,8.01,clear sky
645,Rebrikha,RU,53.0733,82.3408,32.27,86,100,17.02,overcast clouds
646,Sao Joao Do Paraiso,BR,-15.3136,-42.0144,83.48,44,80,8.14,broken clouds
647,Cookeville,US,36.1628,-85.5016,55.92,92,90,1.01,overcast clouds
648,Kodino,RU,63.7198,39.6447,40.55,95,100,4.5,overcast clouds
649,Sainte-Marie,RE,-20.8968,55.5496,75.36,87,90,3.44,overcast clouds
650,West Wendover,US,40.7391,-114.0733,43.81,81,1,0.0,clear sky
651,Kawai,JP,34.2333,135.85,54.75,95,15,1.19,few clouds
652,Saint Albans,GB,51.75,-0.3333,57.15,80,2,17.27,clear sky
653,Matamoros,MX,25.5333,-103.25,70.54,20,32,4.03,scattered clouds
654,Catamarca,AR,-28.4696,-65.7852,75.58,70,90,3.0,overcast clouds
655,Vryburg,ZA,-26.9566,24.7284,83.86,11,0,4.94,clear sky
656,Russell,US,32.3502,-85.1999,60.4,72,90,5.75,overcast clouds
657,Cap-Aux-Meules,CA,47.3821,-61.8597,50.05,81,75,16.11,broken clouds
658,Ca Mau,VN,9.1769,105.15,77.41,92,62,4.54,broken clouds
659,Ikom,NG,5.9667,8.7063,86.45,66,78,3.44,light rain
660,Praia Da Vitoria,PT,38.7333,-27.0667,73.65,88,40,11.59,scattered clouds
661,Rorvik,NO,64.8621,11.2373,48.31,100,75,6.91,moderate rain
662,Bintulu,MY,3.1667,113.0333,79.21,94,40,0.0,scattered clouds
663,Zhangye,CN,38.9342,100.4517,43.41,35,97,3.67,overcast clouds
